Nama Makanan,Harga,Deskripsi,Waktu Scraping
Cumi Baby Asin Sambal Balado - Tanpa Nasi,30.000,cumi baby asin,2025-05-24 16:36:09
Paket Ikan Gurame Goreng,44.000,ikan gurame + nasi putih,2025-05-24 16:36:09
Paket Ikan Nila Goreng,35.500,ikan nila + nasi putih,2025-05-24 16:36:09
Paket Ikan Bawal Goreng,34.000,ikan bawal + nasi putih,2025-05-24 16:36:09
Ikan Gurame Goreng - Tanpa Nasi,38.000,ikan gurame,2025-05-24 16:36:09
Ikan Nila Goreng - Tanpa Nasi,30.000,ikan nila Gambar hanya untuk referensi,2025-05-24 16:36:09
Ikan Bawal Goreng - Tanpa Nasi,29.000,ikan bawal,2025-05-24 16:36:09
Paket Cumi Baby Asin Sambal Balado,36.000,nasi putih + cumi baby asin,2025-05-24 16:36:09
Paket Cumi Baby Asin Cabe Ijo,36.000,nasi putih + cumi baby asin,2025-05-24 16:36:09
Paket Cumi Baby Asin Saos Tiram,36.000,nasi putih + cumi baby asin,2025-05-24 16:36:09
Paket Udang Sambal Balado,36.000,udang goreng + nasi putih,2025-05-24 16:36:09
Paket Udang Goreng,36.000,udang goreng + nasi putih,2025-05-24 16:36:09
Paket Ikan Tongkol,24.500,ikan tongkol + nasi putih,2025-05-24 16:36:09
Cumi Baby Asin Sambal Balado - Tanpa Nasi,30.000,cumi baby asin,2025-05-24 16:36:09
Cumi Baby Asin Saos Tiram - Tanpa Nasi,30.000,cumi baby asin,2025-05-24 16:36:09
Cumi Baby Asin Cabe Ijo - Tanpa Nasi,30.000,cumi baby asin,2025-05-24 16:36:09
Udang Sambal Balado - Tanpa Nasi,30.000,udang balado + sambal,2025-05-24 16:36:09
Udang Goreng - Tanpa Nasi,30.000,udang goreng,2025-05-24 16:36:09
Ikan Tongkol - Tanpa Nasi,19.000,ikan tongkol,2025-05-24 16:36:09
Paket Gajian : Paket Ikan Gurame Goreng + Sayur Asem,57.500,ikan gurame + tahu tempe + nasi putih + sayur asem,2025-05-24 16:36:09
Paket Gajian : Paket Ikan Nila Goreng + Sayur Asem,52.500,ikan nila + tahu tempe + nasi putih + sayur asem,2025-05-24 16:36:09
Paket Gajian : Paket Ikan Bawal Goreng + Sayur Asem,49.000,ikan bawal + tahu tempe + nasi putih + sayur asem,2025-05-24 16:36:09
Paket Gajian : Paket Ayam Penyet + Sayur Asem,45.500,dada / paha + tahu tempe + nasi putih + sayur asem,2025-05-24 16:36:09
Paket Gajian : Paket Ayam Kalasan + Sayur Asem,45.500,dada / paha + tahu tempe + nasi putih + sayur asem,2025-05-24 16:36:09
Paket Gajian : Paket Ayam Bakar + Sayur Asem,45.500,dada / paha + tahu tempe + nasi putih + sayur asem,2025-05-24 16:36:09
Paket Sop Ayam,35.500,sop ayam + nasi putih Gambar hanya untuk referensi,2025-05-24 16:36:09
Paket Sop Bakso,33.000,sop bakso + nasi putih,2025-05-24 16:36:09
Sop Ayam - Tanpa Nasi,30.000,sop ayam,2025-05-24 16:36:09
Sop Bakso - Tanpa Nasi,27.000,sop bakso,2025-05-24 16:36:09
Sayur Asem - Tanpa Nasi,16.500,sayur asem,2025-05-24 16:36:09
Paket Ayam Geprek Large,32.000,dada montok / paha utuh + nasi putih,2025-05-24 16:36:09
Paket Ayam Geprek Cabe Ijo Large,32.000,dada montok / paha utuh + nasi putih,2025-05-24 16:36:09
Paket Ayam Geprek Sambal Matah Large,32.000,dada montok / paha utuh + nasi putih,2025-05-24 16:36:09
Paket Ayam Geprek Saos BBQ Large,32.000,dada montok / paha utuh + nasi putih,2025-05-24 16:36:09
Indomie Ayam Geprek Large,34.000,dada montok / paha utuh + Indomie goreng,2025-05-24 16:36:09
Indomie Ayam Geprek Cabe Ijo Large,34.000,dada montok / paha utuh + Indomie goreng,2025-05-24 16:36:09
Indomie Ayam Geprek Sambal Matah Large,34.000,dada montok / paha utuh + Indomie goreng,2025-05-24 16:36:09
Indomie Ayam Geprek Saos BBQ Large,34.000,dada montok / paha utuh + Indomie goreng,2025-05-24 16:36:09
Ayam Geprek Large - Tanpa Nasi,26.000,dada montok / paha utuh,2025-05-24 16:36:09
Ayam Geprek Cabe Ijo Large - Tanpa Nasi,26.000,dada montok / paha utuh,2025-05-24 16:36:09
Ayam Geprek Sambal Matah Large - Tanpa Nasi,26.000,dada montok / paha utuh,2025-05-24 16:36:09
Ayam Geprek Saos BBQ Large - Tanpa Nasi,26.000,dada montok / paha utuh,2025-05-24 16:36:09
Paket Ayam Bakar,32.000,dada / paha + nasi putih,2025-05-24 16:36:09
Paket Ayam Bakar Cabe Ijo,32.000,dada / paha + nasi putih,2025-05-24 16:36:09
Paket Ayam Bakar Sambal Kecap,32.000,dada / paha + nasi putih,2025-05-24 16:36:09
Paket Ayam Kalasan,32.000,dada / paha + nasi putih,2025-05-24 16:36:09
Paket Ayam Kalasan Cabe Ijo,32.000,dada / paha + nasi putih,2025-05-24 16:36:09
Paket Ayam Penyet,32.000,dada / paha + nasi putih,2025-05-24 16:36:09
Paket Ayam Penyet Cabe Ijo,32.000,dada / paha + nasi putih,2025-05-24 16:36:09
Ayam Bakar - Tanpa Nasi,26.000,dada / paha,2025-05-24 16:36:09
Ayam Bakar Cabe Ijo - Tanpa Nasi,26.000,dada / paha,2025-05-24 16:36:09
Ayam Bakar Sambal Kecap - Tanpa Nasi,26.000,dada / paha,2025-05-24 16:36:09
Ayam Kalasan - Tanpa Nasi,26.000,dada / paha,2025-05-24 16:36:09
Ayam Kalasan Cabe Ijo - Tanpa Nasi,26.000,dada / paha,2025-05-24 16:36:09
Ayam Penyet - Tanpa Nasi,26.000,dada / paha,2025-05-24 16:36:09
Ayam Penyet Cabe Ijo - Tanpa Nasi,26.000,dada / paha,2025-05-24 16:36:09
Paket Ayam Geprek Fillet,32.200,ayam fillet + nasi putih,2025-05-24 16:36:09
Paket Ayam Geprek Fillet Cabe Ijo,32.200,ayam fillet + nasi putih,2025-05-24 16:36:09
Paket Ayam Geprek Sambal Matah,32.200,ayam fillet + nasi putih,2025-05-24 16:36:09
Indomie Ayam Geprek Fillet,33.600,ayam fillet + Indomie goreng,2025-05-24 16:36:09
Indomie Ayam Geprek Fillet Cabe Ijo,33.600,ayam fillet + Indomie goreng,2025-05-24 16:36:09
Indomie Ayam Geprek Fillet Sambal Matah,33.600,ayam fillet + Indomie goreng,2025-05-24 16:36:09
PH Paket Ayam Bakar + Tempe Geprek,42.255,1 paket ayam bakar + tempe geprek,2025-05-24 16:36:09
PH Paket Ayam Penyet Cabe Ijo + Tempe Geprek,42.255,1 paket ayam penyet + 1 paket tempe geprek,2025-05-24 16:36:09
PH Paket Ayam Kalasan + Tempe Geprek,42.255,1 paket ayam kalasan + 1 paket tempe geprek,2025-05-24 16:36:09
Nasi Goreng Cumi Baby Asin,35.500,telor orak Arik + ayam suwir + cumi baby + sayuran,2025-05-24 16:36:09
Nasi Goreng Udang,35.500,telor orak Arik + ayam suwir + udang + sayuran,2025-05-24 16:36:09
Nasi Goreng Kampung,26.000,telor orak Arik + ayam suwir + sayuran,2025-05-24 16:36:09
Nasi Goreng Bakso,28.000,telor orak Arik + ayam suwir + bakso + sayuran,2025-05-24 16:36:09
Nasi Goreng Sosis,28.000,telor orak Arik + ayam suwir + sosis + sayuran,2025-05-24 16:36:09
Nasi Goreng Sosis Bakso,32.500,telor orak Arik + ayam suwir + sosis + bakso + sayuran,2025-05-24 16:36:09
Nasi Goreng Gila,32.500,telor orak Arik + ayam suwir + sosis + bakso + sayuran,2025-05-24 16:36:09
Nasi Gila,32.500,telor orak Arik + ayam suwir + sosis + bakso + sayuran + nasi putih,2025-05-24 16:36:09
Nasi Goreng Ati Ampela,30.500,telor orak Arik + ayam suwir + ati ampela + sayuran,2025-05-24 16:36:09
Nasi Goreng Kornet,30.500,telor orak Arik + ayam suwir + kornet + sayuran,2025-05-24 16:36:09
Nasi Goreng Teri Medan,30.000,telor orak Arik + ayam suwir + teri Medan + sayuran,2025-05-24 16:36:09
Mie Goreng Cumi Baby Asin,35.500,telor orak Arik + ayam suwir + cumi baby + sayuran,2025-05-24 16:36:09
Mie Goreng Udang,35.500,telor orak Arik + ayam suwir + udang + sayuran,2025-05-24 16:36:09
Mie Goreng Kampung,26.000,telor orak Arik + ayam suwir + sayuran,2025-05-24 16:36:09
Mie Goreng Sosis,28.000,telor orak Arik + ayam suwir + sosis + sayuran,2025-05-24 16:36:09
Mie Goreng Bakso,28.000,telor orak Arik + ayam suwir + bakso + sayuran,2025-05-24 16:36:09
Mie Goreng Sosis Bakso,32.500,telor orak Arik + ayam suwir + sosis + bakso + sayuran,2025-05-24 16:36:09
Mie Goreng Ati Ampela,30.500,telor orak Arik + ayam suwir + ati ampela + sayuran,2025-05-24 16:36:09
Mie Goreng Kornet,30.500,telor orak Arik + ayam suwir + kornet + sayuran,2025-05-24 16:36:09
Mie Goreng Teri Medan,30.000,telor orak Arik + ayam suwir + teri Medan + sayuran,2025-05-24 16:36:09
Kwetiaw Goreng Cumi Baby Asin,35.500,telor orak Arik + ayam suwir + cumi baby + sayuran,2025-05-24 16:36:09
Kwetiaw Goreng Udang,35.500,telor orak Arik + ayam suwir + udang + sayuran,2025-05-24 16:36:09
Kwetiaw Goreng Kampung,26.000,telor orak Arik + ayam suwir + sayuran,2025-05-24 16:36:09
Kwetiaw Goreng Sosis,28.000,telor orak Arik + ayam suwir + sosis + sayuran,2025-05-24 16:36:09
Kwetiaw Goreng Bakso,28.000,telor orak Arik + ayam suwir + bakso + sayuran,2025-05-24 16:36:09
Kwetiaw Goreng Sosis Bakso,32.500,telor orak Arik + ayam suwir + sosis + bakso + sayuran,2025-05-24 16:36:09
Kwetiaw Goreng Kornet,30.500,telor orak Arik + ayam suwir + kornet + sayuran,2025-05-24 16:36:09
Kwetiaw Goreng Ati Ampela,30.500,telor orak Arik + ayam suwir + ati ampela + sayuran,2025-05-24 16:36:09
Kwetiaw Goreng Teri Medan,30.000,telor orak Arik + ayam suwir + teri Medan + sayuran,2025-05-24 16:36:09
Cabe Ijo,12.000,ceplok / dadar,2025-05-24 16:36:09
Sambal Geprek,12.000,1 porsi,2025-05-24 16:36:09
Sambal Setan,12.000,6pc,2025-05-24 16:36:09
Telor Ceplok / Dadar,8.200,6pc,2025-05-24 16:36:09
Nasi Putih,8.200,1pc,2025-05-24 16:36:09
Terong Goreng,8.000,1pc,2025-05-24 16:36:09
Terong Geprek,8.000,1pc,2025-05-24 16:36:09
Tempe Geprek,8.000,1500ml,2025-05-24 16:36:09
Tahu Geprek,8.000,teh pucuk 350 mL,2025-05-24 16:36:09
Tahu,3.000,Deskripsi tidak ditemukan,2025-05-24 16:36:09
Tempe,3.000,Deskripsi tidak ditemukan,2025-05-24 16:36:09
Kerupuk,3.000,Deskripsi tidak ditemukan,2025-05-24 16:36:09
Ice Good Day Moccacino,7.200,Deskripsi tidak ditemukan,2025-05-24 16:36:09
Aqua 1500ml,11.500,Deskripsi tidak ditemukan,2025-05-24 16:36:09
Es Teh Manis,7.000,Deskripsi tidak ditemukan,2025-05-24 16:36:09
Es Milo,8.100,Deskripsi tidak ditemukan,2025-05-24 16:36:09
Es Nutrisari Jeruk Peras,7.000,Deskripsi tidak ditemukan,2025-05-24 16:36:09
Teh Pucuk,7.200,Deskripsi tidak ditemukan,2025-05-24 16:36:09
Aqua 600 mL,8.000,Deskripsi tidak ditemukan,2025-05-24 16:36:09
