Nama Makanan,Harga,Deskripsi,Waktu Scraping
Ayam Masak Kecap,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Bistik Ayam Saos Tomat,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Ayam Rebus + Ham + Jamur Hioko,85.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Ayam Saos Tiram Jamur Hioko,85.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Ayam Gulung Ham,80.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Bistik Ayam Saos Mentega,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Ayam Goreng Mentega,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Ayam Kuluyuk,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Ayam Cah Jamur hioko,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Ayam Cah Tahu Sayur Asin,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Ayam Kuah Sayur Asin,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Angsiu Tahu Ayam,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Mun Tahu Ayam,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Sapo Tahu Seafood,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Sapo Tahu Ayam,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Mun Tahu Babi,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Angsiu Tahu Babi,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Tahu Tausi Babi,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Tahu Tausi Ayam,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Tahu Tausi Polos,45.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Ifumie Ayam,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Ifumie Seafood,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Ifumie Babi,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Mie Goreng /kuah Seafood,60.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Mie Goreng /kuah Ayam,55.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Mie Goreng/kuah Babi,60.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Nasi + Capcai + Udang Goreng Tepung,40.500,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Nasi+CapCay+Ayam gr tepung,40.500,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Nasi + Capcai + Puyunghai,40.500,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Nasi + Capcai + Ikan Asem Manis,40.500,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Nasi + Capcai + Ayam Goreng Mentega,40.500,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Nasi + Capcai + Bistik Ayam,40.500,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Nasi + Capcai + Cumi Goreng Tepung,40.500,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Nasi + Capcai + Bistik Babi,40.500,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Puyonghai Kepiting,85.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Capcai Goreng Seafood,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Capcai Goreng Babi,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Capcai Goreng Ayam,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Capcai Kuah Babi,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Capcai Kuah Ayam,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Puyunghai Udang,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Puyunghai Babi,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Puyunghai Ayam,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Lindung cah kumak,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
soup Jangung Asparagus Kepiting,90.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Sop Jagung Asparagus Ayam,80.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Sop Jagung Asparagus Udang,85.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Juanlo 'Sukiyaki',90.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Sop Campur Ala Ltk Seaood,80.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Sayur Campur Ala Ltk Seafood,80.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Cumi Saos Padang,85.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Cumi Gr Mentega,85.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Cumi Goreng Tepung,75.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
(PESAN MINIMAL HARUS 2 BUAH Harga/Pcs Rp14 rb),28.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Bapau Spesial,28.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Bapau Daging,18.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Bapau Tausa,17.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Bapau casiu,18.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Bihun gr/kuah babi,60.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Bihun gr /Kuah ayam,55.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Bihun gr / kuah seafood,60.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Kodok Cah Sayur Asin,70.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Kodok Gr Tepung,65.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
Kodok Gr Mentega,65.000,Deskripsi tidak ditemukan,2025-05-24 16:45:56
