Nama Makanan,Harga,Deskripsi,Waktu Scraping
Teh Panas,7.273,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Teh Panas,7.273,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Es Batu,3.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Es Batu,3.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Kopi Vietnam,20.910,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Kopi Vietnam,20.910,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Juice Alpukat,21.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Juice Alpukat,21.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Juice Mangga ( Musiman ),21.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Juice Mangga ( Musiman ),21.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Cookies & Cream Ice Blended,24.546,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Cookies & Cream Ice Blended,24.546,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Vanilla Latte Ice Blended,24.546,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Vanilla Latte Ice Blended,24.546,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Prawn Ball Satay,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Prawn Ball Satay,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Spring Roll,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Spring Roll,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Fish Cake,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Fish Cake,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Cuttlefish Ball Satay,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Cuttlefish Ball Satay,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
French Fries,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
French Fries,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Fish Ball Satay,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Fish Ball Satay,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Crispy Mini Wonton,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Crispy Mini Wonton,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Sweet Potato Fried,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Sweet Potato Fried,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Siomay,11.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Siomay,11.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Wedges With Bolognaise Sauce,23.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Wedges With Bolognaise Sauce,23.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Chikado,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Chikado,20.000,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Putih,8.182,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Putih,8.182,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Soup Ayam,28.182,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Soup Ayam,28.182,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Cap Cay Kuah,39.091,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Cap Cay Kuah,39.091,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Telur Dadar,7.274,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Telur Dadar,7.274,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Telur Mata Sapi,5.456,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Telur Mata Sapi,5.456,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Lo Mie,41.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Lo Mie,41.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
I Fu Mie,41.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
I Fu Mie,41.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
I Fu Mie Seafood,44.546,Deskripsi tidak ditemukan,2025-05-24 16:37:26
I Fu Mie Seafood,44.546,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Cap Cay,43.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Cap Cay,43.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Ayam Cah Kapri,43.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Ayam Cah Kembang Kol,43.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Ayam Cah Kembang Kol,43.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Fu Yung Hai,43.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Fu Yung Hai,43.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Bistik Ayam,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Bistik Ayam,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Ayam Goreng Mentega,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Ayam Goreng Mentega,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Ayam Goreng Tepung,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Ayam Goreng Tepung,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Ayam Goreng Rica-rica,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Ayam Goreng Rica-rica,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Ayam Nanking,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Ayam Nanking,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Ayam Asam Manis,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Ayam Asam Manis,45.455,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Cap Cay Seafood,48.182,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Cap Cay Seafood,48.182,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Udang Goreng Tepung,48.182,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Udang Goreng Tepung,48.182,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Bistik Sapi Mentega,47.273,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Bistik Sapi Mentega,47.273,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Bistik Sapi Tepung,47.273,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Bistik Sapi Tepung,47.273,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Cumi Goreng Tepung,50.910,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Fillet Ikan Goreng Mentega,51.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Fillet Ikan Goreng Mentega,51.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Fillet Ikan Goreng Tepung,51.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Fillet Ikan Goreng Tepung,51.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Fillet Ikan Goreng Rica-rica,51.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Fillet Ikan Goreng Rica-rica,51.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Fillet Ikan Asam Manis,51.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Fillet Ikan Asam Manis,51.819,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Ayam Cah Jamur,43.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Ayam Cah Jamur,43.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi Ayam Cah Kapri,43.637,Deskripsi tidak ditemukan,2025-05-24 16:37:26
Nasi + Cumi Goreng Mentega,50.910,Deskripsi tidak ditemukan,2025-05-24 16:37:26
